iter	Logloss
218	0.05745146675
219	0.05720511931
220	0.05673321775
221	0.05624967374
222	0.05590327389
223	0.05566660014
224	0.05525054117
225	0.05481045013
226	0.0545025445
227	0.05421865814
228	0.05395246556
229	0.05381421943
230	0.05352826393
231	0.05332931744
232	0.05286014015
233	0.05259126749
234	0.05224525503
235	0.05204036299
236	0.05188893002
237	0.05151659508
238	0.05112821967
239	0.05106286483
240	0.05065680403
241	0.05016966725
242	0.05003640032
243	0.04999454383
244	0.04973113034
245	0.04952746235
246	0.04921323367
247	0.04911120543
248	0.04886831231
249	0.04843748189
250	0.04824424977
251	0.04794848981
252	0.04766183115
253	0.04754189754
254	0.04726596441
255	0.04712736233
256	0.04690588182
257	0.04667383292
258	0.04631069581
259	0.04623771162
260	0.04603544304
261	0.04570283106
262	0.04537060296
263	0.04500357029
264	0.0446653386
265	0.04436313607
266	0.04423786265
267	0.04406668381
268	0.04393498183
269	0.04381171187
270	0.04358104653
271	0.04309338158
272	0.04298678752
273	0.04271358804
274	0.04256564119
275	0.04233308138
276	0.04219431849
277	0.04190184596
278	0.04180902524
279	0.04154856501
280	0.04149703549
281	0.04134556263
282	0.04112585081
283	0.04089591829
284	0.04078312524
285	0.04053887048
286	0.0404477479
287	0.04043144276
288	0.04006515399
289	0.03982002243
290	0.039562229
291	0.03933842252
292	0.03924566506
293	0.03905437526
294	0.03894280121
295	0.03858953815
296	0.03843689623
297	0.03817620023
298	0.03780317665
299	0.03746503499
300	0.03733029974
301	0.03704891878
302	0.03680128612
303	0.03665895881
304	0.03642535255
305	0.03624849245
306	0.03613702196
307	0.03600441259
308	0.03581271465
309	0.03565167659
310	0.0354835922
311	0.03541428191
312	0.03520663871
313	0.03499259021
314	0.03485816865
315	0.03464887121
316	0.03448310091
317	0.03445061608
318	0.034194105
319	0.03399628477
320	0.03386839271
321	0.03366193466
322	0.03362104316
323	0.03351953499
324	0.03328615395
325	0.03312319458
326	0.0329836098
327	0.03286057205
328	0.03278229669
329	0.03273753913
330	0.03251348988
331	0.03240165074
332	0.03218460986
333	0.03206637305
334	0.03188995063
335	0.03181493629
336	0.03160543275
337	0.03144622594
338	0.03141007202
339	0.03130507516
340	0.03105551784
341	0.03089805019
342	0.03073501864
343	0.03051867889
344	0.03048486354
345	0.03034042649
346	0.03006099581
347	0.03004175877
348	0.02985242476
349	0.02980030569
350	0.02967523246
351	0.02948600565
352	0.02931979968
353	0.02929729059
354	0.02911257539
355	0.02908784587
356	0.02887777151
357	0.02878063132
358	0.02870797848
359	0.02857699552
360	0.02846229827
361	0.02837858733
362	0.02822145348
363	0.02809679611
364	0.02790480609
365	0.02786798144
366	0.02779284237
367	0.02770158001
368	0.02754969539
369	0.02738036623
370	0.02724911005
371	0.02719668432
372	0.02705243026
373	0.02697971136
374	0.02693425306
375	0.02688262183
376	0.02687104726
377	0.0267813522
378	0.02662101888
379	0.02647270462
380	0.02646942639
381	0.02630598817
382	0.02620049313
383	0.02618845119
384	0.02614540286
385	0.02608188373
386	0.02591942554
387	0.02567587065
388	0.02558939922
389	0.0254917195
390	0.02547659727
391	0.02537770265
392	0.02527152102
393	0.02515387318
394	0.02508959001
395	0.02498090367
396	0.02492626701
397	0.02485289097
398	0.02474527772
399	0.02469851407
400	0.02464125144
401	0.02451831115
402	0.02448709468
403	0.02434416343
404	0.02422752534
405	0.02415817049
406	0.02403945988
407	0.02395129825
408	0.0238980266
409	0.02388569492
410	0.02382899361
411	0.02369516461
412	0.02363872889
413	0.02345870194
414	0.02337542408
415	0.02331861947
416	0.02321494846
417	0.02313801666
418	0.02306461685
419	0.02303069206
420	0.02301932351
421	0.0229481891
422	0.02289100834
423	0.02278410114
424	0.02270698341
425	0.02258995438
426	0.02255583824
427	0.02243711984
428	0.02232380397
429	0.02215659065
430	0.02204043631
431	0.02194799044
432	0.02177943724
433	0.02163464167
434	0.02156014466
435	0.02144648489
436	0.02138690187
437	0.02128376676
438	0.02121373674
439	0.02110961959
440	0.0210908787
441	0.02095477532
442	0.02090213972
443	0.0207705757
444	0.02072135476
445	0.02072132639
446	0.02067100996
447	0.02055284312
448	0.02050873018
449	0.02040225022
450	0.02035778582
451	0.02029261055
452	0.02023631935
453	0.02020766917
454	0.02012026742
455	0.02004249645
456	0.02004123095
457	0.01998252273
458	0.0198694561
459	0.01986672654
460	0.01981186147
461	0.01970295686
462	0.01970173243
463	0.01968995231
464	0.01966698905
465	0.01962370328
466	0.01961843922
467	0.01961724892
468	0.01956678919
469	0.01948703937
470	0.01933648319
471	0.01920650932
472	0.0191417825
473	0.01901739561
474	0.01893751086
475	0.01887348573
476	0.01876031279
477	0.0186224746
478	0.01862037826
479	0.01847736923
480	0.01839144794
481	0.01832410714
482	0.01831236133
483	0.0181921544
484	0.01808646504
485	0.0180864674
486	0.01808553904
487	0.01808451264
488	0.0180157293
489	0.01791050424
490	0.01776368885
491	0.01771225837
492	0.01766934613
493	0.01752806231
494	0.01742933757
495	0.0173757186
496	0.01731290252
497	0.01727445491
498	0.01718719552
499	0.01714181971
